id,publication_year,countries_str
W192151521,1995,NA
W2008811452,2013,NL
W2988517541,2019,US
W7053355129,2013,NA
W2328690982,1990,NA
W2102854878,2010,US
W2667722724,2016,GB
W4240578951,2009,SE
W1604785350,2004,NA
W2056420273,2001,US
W2061912997,1999,US
W1987513739,1994,ES
W2108100787,2000,NA
W2006199585,2014,DE
W2096765155,2005,US
W2115792525,1998,US
W600775910,2007,NA
W2156488413,1989,NA
W2099634219,1973,SE
W2245241037,2006,NA
W1807256410,2015,US
W2801227764,2018,DE
W2130696261,2004,FR
W64032335,2012,NA
W2582390981,2016,NA
W2496433173,2008,NA
W2494437385,2016,NA
W2803928621,2018,NL
W2904612498,2011,NA
W6903246894,2021,NA
W1550804003,1973,NA
W7072326508,2012,NA
W616901662,1912,NA
W6997578949,2008,NA
W2042117803,2009,GB
W3092008677,2020,DE;US
W2999452233,2005,NA
W3109670622,2020,DE
W2085153875,2015,DE
W1554551091,1967,NA
W1576951148,1998,GB
W3112989555,2013,NA
W2284187132,2016,GB
W2002520018,2014,NA
W2004341558,1979,CA
W2503296136,2010,NO
W7097723700,2016,NA
W1573617985,1997,FR
W1801674572,2012,NL
W6990171181,2012,NA
W164199402,2014,FR
W2112185593,1997,US
W7018140053,1992,NA
W2324592753,1988,NA
W4232974554,2004,US
W3190917855,2021,DK
W2153992902,1989,NA
W1526508180,1983,NA
W3018556575,2016,NA
W2008575098,1996,US
W3164029670,2017,DE
W1978921188,1945,NA
W2180506411,2007,ES;US
W96277805,1996,NA
W2077040928,2013,NA
W2096452841,1981,CA;US
W2805379486,2018,AT
W2797746357,1986,NA
W1982342836,1983,US
W1507727981,1973,NA
W370001395,1994,NA
W2037022736,2009,US
W4249977998,2012,CH
W2512575858,2016,US
W2793959683,2014,NA
W2745603678,2008,NA
W2495148423,2016,SE
W2054092346,2005,US
W3207397737,1998,NA
W2579299294,2012,NA
W2197051382,2003,NA
W4256687962,1993,US
W2564313056,2008,NA
W1975937185,2006,RU
W73871076,2010,NA
W652146058,1994,NA
W7025397348,2000,NA
W2501424453,1997,NA
W2034520043,1989,US
W2110187075,2006,CA
W4206074845,2021,NA
W1852256824,2012,NA
W2909083582,2018,NA
W1591556778,2008,NA
W2127379833,2012,US
W1607312309,2003,US
W2109248779,2011,US
W1572124604,1982,FR
W2604156647,2017,NA
W4249194530,1969,NA
W7070669048,2007,NA
W1499244104,2011,CA
W2100018893,2005,US
W2790401843,2018,AT;NL
W609746935,1998,NA
W2038885379,1994,JP
W2969521469,2003,CA
W242876446,1994,NA
W3014779790,2011,NA
W1529271041,2001,US
W2121801714,2009,GB
W2792302727,2017,ES
W2097061332,2010,GB
W1566965859,2003,US
W1542485741,2010,AU;CA;GB
W2289427829,2012,NA
W2077117124,1995,NA
W1593656859,2009,NA
W2145211186,1997,FI
W7099506605,2013,NA
W7016219665,NA,NA
W2476370307,2010,NA
W1973717701,1993,NL
W2074523892,2011,ES;US
W309727084,1990,NA
W2142456483,1966,US
W6892184059,2016,NA
W1583928792,2010,NA
W1787731996,2011,NA
W7100642108,2007,NA
W2137334650,2001,GB
W3001434439,2020,IL;US
W2066680326,2005,US
W4240431742,1995,GB
W1507561656,1946,NA
W4241639793,2009,NA
W2086064135,2014,AT;GB
W1604638557,2006,NA
W2037802158,2006,US
W7014599487,NA,NA
W2604994368,2017,NA
W2293393648,2013,NA
W2235289537,1994,BD
W2016012873,1977,GB
W1203053091,2015,US
W1982982698,1999,GB
W1968812472,1971,NA
W3185175557,2020,NA
W2059788993,1998,US
W4236571475,2008,NA
W2102167660,1962,NA
W2099741957,2008,DE
W2082704366,2012,NL
W2127192518,2011,GB
W263793962,1991,US
W2153412625,2012,US
W144174380,2003,NA
W4230863283,2011,PL
W2085852932,2006,US
W2001888644,2005,AU
W4409334493,2025,NA
W4248168753,1993,NA
W4234681553,2021,NA
W4255866795,1999,NA
W616108176,1991,NA
W4214599543,2000,NA
W1995287322,1996,GB
W2288907593,2011,NA
W4298077063,1992,NA
W2087383181,2008,GB
W2914973542,1987,US
W2120770606,1994,DE
W165430317,2014,PL
W7057573083,1939,NA
W2594984285,2017,NA
W357505205,2013,NA
W1508992485,2005,NA
W2912234538,2005,NA
W1545477088,2002,US
W1527276481,2007,NA
W2522612006,2013,BE
W1994453871,2012,JP
W2013369170,2015,GB;US
W206447858,2014,NA
W7074261319,1995,NA
W2035292237,2010,US
W3105176531,2009,NA
W2078273886,2012,FI
W575470992,2003,NA
W1574775371,2002,NA
W2112217537,2001,NL
W591136216,1996,NA
W7039257869,NA,NA
W2796957067,1989,NA
W2012914609,2005,ES;PT
W4389015753,1994,NA
W6987282829,2006,NA
W7033625750,2009,NA
W3091852516,2020,DE;DK
W2096797897,2004,US
W6961166961,1983,NA
W4239095652,2020,NA
W2543350115,2016,NA
W4296260942,2022,GB
W1591842239,1968,NA
W2174706414,2012,US
W2013614639,2013,US
W4391905928,1996,NA
W2747317823,2010,NA
W120525789,2011,AT;US
W2096105170,2012,AT;GB;HK
W2021737975,2014,FR
W1591703882,2000,NA
W2012766980,2008,CA
W2261683077,2012,NA
W2161588237,2006,CH
W2111822924,1996,NA
W2047578077,1997,CA
W1989479769,1983,NA
W7099683874,2016,NA
W2046592963,1990,FI
W1785902031,2012,FR
W2015342654,2014,NA
W3175327519,2009,NA
W6925942884,2017,AU;DE
W2901139370,2018,GB
W2343862912,2005,NA
W2255608185,2015,KR
W7076975866,2020,NA
W2486982117,1998,NA
W1968139773,2001,DE
W2515403157,2016,CA
W4297942693,2012,NA
W7097170450,2016,NA
W2111343503,2007,GB
W2130660124,2000,NL;US
W2084910698,2006,GB
W4238541275,2006,IT
W3034318923,2018,NA
W2883751953,1901,NA
W2921304755,2019,NA
W2906279274,2005,NA
W2247008979,2013,NA
W2936503027,2019,US
W7024263401,2009,NA
W2603989712,2004,GB
W2017361309,1992,GB
W1569132324,1996,NA
W2889003519,1981,NA
W2085610451,1992,US
W593727409,2012,NA
W1974214306,1992,NA
W2052028938,2003,US
W6967820142,2024,DE;FI;NL;US
W4242057157,2015,NA
W2093194075,2012,DE;GB
W389160869,1997,NA
W2152990662,2003,US
W2312912619,1999,NA
W6903763226,2016,NA
W2483388053,2016,US
W7056476828,NA,NA
W1947310543,2003,GB
W2035614649,1998,US
W2019135282,2012,NA
W2147185625,1990,NA
W7077304301,2003,NA
W2068507218,2003,NA
W2068089235,2010,US
W3104629850,1998,NA
W2015632915,1981,AU
W6954851098,2024,NA
W2500509772,2016,NA
W1577971936,2001,NA
W2004739122,2015,DE
W4230264257,2006,NA
W2057525273,2008,US
W2555162864,2015,GB
W2148384838,2001,US
W2050963422,1998,US
W2058236716,2013,IT
W2885406664,2016,NA
W3000063644,1991,US
W7044461421,2009,NA
W1570098300,2015,US
W2788661145,1997,NA
W6922558898,2014,NA
W2147468287,2000,NL
W2256113572,2010,NA
W2519189343,2016,CH
W393878787,1999,NA
W762487540,2009,NA
W2159569041,2012,US
W2053362964,2005,GB
W2795540509,2018,CH
W2160660844,2004,US
W1660390307,1999,NA
W4200088769,2021,DE;IL
W1983668253,2005,DE;NL
W7014669000,2017,NA
W6993274707,2001,NA
W2606868508,2017,FR;SI
W1970516708,2001,US
W2020278455,2007,CA;US
W2612617842,2013,US
W7097100168,2011,NA
W6968372048,2024,FR;RU;US
W6955046807,2012,IT;JP
W4232498459,2013,US
W1989256839,2009,GB
W4252845129,2001,NA
W3041085773,2013,NA
W6902659462,2021,NA
W7098745455,2004,NA
W7024795343,1990,NA
W1603678173,1998,NA
W2151123237,1994,NA
W2118279084,2004,GB
W1514663260,1924,NA
W7082549973,1963,NA
W7074629602,2014,NA
W4241351591,2001,NA
W1505244248,2011,FR
W7080967480,2000,NA
W2480733761,2018,NA
W2102086564,2007,NL
W357365589,2015,NA
W1535357018,2008,US
W2796381150,1981,NA
W116001241,2002,NA
W2035168235,2005,US
W642195962,2008,NA
W2979357110,2013,NA
W2120734245,2006,GB
W7098450652,2011,NA
W2905146404,2017,NA
W2796891099,1959,NA
W2050054881,2012,AT;DE
W2796407549,1954,NA
W2172156083,2011,GB
W257874415,2007,US
W2036293496,1998,US
W2144914559,1987,US
W4241838627,1995,GB;US
W2343687437,2016,DE
W2118132750,2011,GB
W2042439821,2002,NA
W1513695776,2004,NA
W2008747755,2012,US
W3006171860,2020,NL
W6996563279,2005,NA
W2472815434,1992,NA
W157641273,2009,DE
W2096270943,2010,NA
W2254042067,2013,NA
W3122548859,2016,US
W2508604498,2016,NL;US
W2127734388,2003,US
W2030891299,2013,US
W4205951888,1997,NA
W7030485512,2010,NA
W6944106399,2014,NA
W3146444365,1958,NA
W7048336223,2010,NA
W200268914,2008,NA
W4214935459,2012,NA
W4249279483,2019,NA
W6920278005,2024,NA
W2045397480,2008,FI;SE
W6940957233,1996,NA
W3114211048,1951,NA
W2893967347,2016,NA
W1518267368,2007,NA
W3040703573,2005,NA
W2329977499,1981,NA
W2784473403,2018,MX
W2078248217,2001,US
W2070912910,1998,DK;US
W2498065774,2016,NA
W2794612894,2018,US
W7008000380,2002,NA
W2503603735,2014,US
W7071595236,1994,NA
W2896419327,2018,FI
W2623473173,2017,NA
W7104057026,2024,NA
W2100026518,2010,US
W2028515682,2013,CA
W2058300759,2006,US
W1992011943,1990,US
W157306042,2003,GB
W2010133698,2010,GB
W366754347,1985,NA
W4206590006,2013,NA
W2283850017,2015,US
W571027992,1997,NA
W2501451322,2005,NA
W70321236,2005,NA
W4241378690,1986,NA
W1558825816,1995,NA
W1940888119,2002,IT
W563370685,2011,NA
W4211171368,2015,US
W2309544157,2008,NA
W2043782339,2013,US
W1617909929,1995,NA
W2016912565,1995,US
W7037929232,2006,NA
W6944465869,2019,NA
W3214889149,2021,NA
W2291779752,2011,NA
W4235243453,2014,NA
W1859306660,2015,US
W2034206760,2010,US
W1969822125,1998,GB
W1993423805,1987,GB
W4240525679,2018,NA
W6944272396,2018,NA
W2053324038,2011,NA
W2038858953,1990,US
W394825089,1971,NA
W4302789018,2018,NA
W4411099133,2025,NA
W4298061009,2005,NA
W2894607199,2019,FR
W214577476,1994,FI
W2048142632,2004,US
W2126117249,2006,NA
W2330106980,2016,US
W2605041797,1998,NA
W411382560,2009,US
W4229898513,2007,NA
W4251125398,2017,FR
W2951665412,2008,NA
W2079362959,1973,IT
W2066218728,1992,US
W137160847,2016,US
W2496577398,1991,NA
W6912723412,2021,CH;DE;GR;PT
W1728530420,2011,GB
W4236788546,1979,NA
W2044794736,1996,GB
W1499006725,2012,DE;DK;NL
W2048234980,1990,NA
W3120167566,2013,NA
W2767855016,2017,EG;ES
W2781579677,2018,DE
W1978910334,1972,NA
W205851768,2005,DE
W2553169610,2007,NA
W6962529719,2015,NA
W2095069785,2010,US
W1836814292,2003,US
W586916919,2013,NA
W2105092348,1991,NA
W2172147831,2009,KR
W2795626219,1992,NA
W1497443613,2011,NA
W2530629960,2016,NA
W1994871651,1943,NL
W2126581182,2010,US
W2950162700,2005,US
W1986253188,2012,DE
W2797368037,1992,NA
W7048274264,2007,NA
W2561675875,1999,NA
W7099386653,2009,NA
W2148869629,2015,GR
W2559096420,2016,NA
W6912612555,2020,FR
W1951628766,2011,FR;US
W1533722774,2001,NA
W652185354,2006,NA
W2051889879,1996,JP
W2163299954,2002,US
W1493753552,2013,FI
W1593480148,2009,NA
W2040162312,2004,US
W4237944532,2011,NA
W2036539672,2009,NA
W2589581884,1997,NA
W593209974,1990,NA
W2774953364,2017,DE
W642508044,1995,NA
W1479895789,2007,NA
W168939352,2014,DE;US
W3110232738,2020,MX
W2906845418,2018,NA
W6983966962,NA,NA
W2133109597,1995,US
W1991319767,1996,NA
W2465651746,2006,NA
W2915761118,2019,FR
W6917766232,2013,NA
W2031947069,2012,DE
W2121810893,2008,NA
W2762344494,2017,IT
W2171674491,2010,AU
W2401359613,2015,US
W2139445257,2012,BE
W70910767,2014,DE
W7030620627,2009,NA
W2046263451,2012,US
W2283853152,2010,NA
W2920789561,2009,GB
W7058470385,2006,NA
W651044530,1925,NA
W4242140364,2006,NA
W2293068626,2011,NL
W2000443152,1933,NA
W2063420976,2009,NA
W2098452841,2019,NA
W2010229520,2013,ES;GB;US
W2070907364,2012,CH;ES;FR;GB;HU;IT;NL;PL;US
W2503971311,2012,NA
W608680103,2009,NA
W746094715,2014,DE;NL
W1515585552,1999,NA
W6995729274,1992,NA
W7095180184,2014,NA
W2914819212,1995,NA
W359616857,1982,NA
W2980307221,2014,NA
W2136701143,2014,GB;US
W6959780725,2020,NA
W4251002042,2014,NA
W4243612917,1987,NA
W2031674839,2002,NA
W1942684339,2012,FR;GB
W4411367089,2025,NA
W4234772671,2011,NA
W2799513230,2005,NA
W197307665,2010,NA
W4245510435,2005,GB
W2021392329,1970,US
W1961157042,2015,NA
W4210949095,1985,NA
W4243839776,2009,JP
W1696340651,2010,GB
W1689644917,2007,IE;IT
W3041757859,2020,US
W4250388507,1988,NA
W4246737745,2011,NA
W2613295512,2013,NA
W4241829171,2008,GB
W3094465195,2020,IT
W2069040761,2006,DE
W1987440068,1978,NA
W1989877919,2006,US
W4254073328,2020,NA
W2160839086,2013,IN;IT
W2146220792,2012,NL
W573704974,1986,NA
W3037582630,2020,IL;US
W4225679515,2022,DE
W2911269178,2019,GB
W2088532286,2014,US
W1918833844,2015,CA;GB
W2991786318,2019,US
W2030868177,2008,DE
W3179592931,2021,UA
W2769658474,2017,NA
W6997026078,2010,NA
W2795389517,1986,NA
W1595108726,2005,NA
W1977304153,1981,US
W199776583,1917,NA
W2024730980,2004,US
W1963832348,2004,CA
W359506738,2007,NA
W2140352991,1994,US
W2941040653,2019,DE
W2327820518,2016,NA
W2105882189,1993,NA
W2153911474,2003,US
W3002961191,2013,NA
W1512888954,2002,US
W186251830,2012,NA
W2071175130,1960,US
W1966110778,1996,CA
W3081754625,2019,NA
W1974087763,1993,US
W2109790075,2009,US
W2033094284,1998,IN
W1571218391,2003,NA
W1531865490,2019,NA
W145049183,2007,NA
W2171205676,1987,NA
W2321792051,2010,DK
W123719442,2012,GB
W2026586727,2012,US
W2327905770,1974,NA
W2483026342,2010,NA
W3110757427,2006,NA
W3137346669,2007,NA
W7096552618,2014,NA
W2768200023,2017,US
W3004962223,2019,NA
W2141272607,2011,NL;US
W2182023115,2007,NA
W7096004839,2010,NA
W399362423,1999,NA
W2495041158,2011,NA
W40599811,1999,NA
W637241713,1984,NA
W3147331073,2010,US
W2333939423,1988,NA
W6983756805,2015,NA
W4234993303,2014,US
W1950693968,2014,IT;US
W4233376364,2000,NA
W6959892084,2009,NA
W2320591047,1993,NA
W2151170651,2002,US
W4248419311,2007,JP
W1927815414,2006,US
W1542456107,2014,NA
W1608085974,2001,NA
W1968107352,2010,AT
W2131354971,2001,US
W2774980958,2017,NO;UA
W1601103044,2013,NA
W2125757196,2010,ES;GB
W2045812729,2002,DE
W2736430167,2017,BE;CH;ES;GB;HU;IE;IT;NL
W4235844004,2020,NA
W1975442866,2009,US
W4252309212,2016,NA
W4245609742,2014,NA
W2030745133,2011,NA
W2058925554,2010,US
W2061374420,2005,NA
W2144219418,2003,GB
W1978555201,2011,BE;US;ZA
W566960956,2008,NA
W2248235541,2007,NA
W1984152712,2009,AU
W2137887958,2007,US
W1954463725,2004,NA
W1564752413,2009,BR;FR
W2070745908,1998,IL;US
W2486848244,2013,NA
W2973047034,2019,CH;DE
W2333824767,2011,NA
W2611337005,2017,US
W603457677,1992,NA
W2153339042,1956,US
W2984055017,2019,FR
W7073727496,2008,NA
W2032230259,2007,US
W1953598269,2011,FR
W648512785,2013,NA
W7029386384,2002,NA
W1577759297,2008,NA
W2503503110,1994,NA
W2186524564,2012,IT
W7096348342,2016,NA
W2014840417,1998,NA
W2104428806,2011,NL;NO
W3098130354,2021,US
W2133160781,2003,AU;HK
W4410649090,2019,NA
W2119307930,2006,US
W7038166301,NA,NA
W6911937916,2018,DE
W2952518482,2018,NA
W634772572,2009,NA
W7049586970,1969,NA
W2130594238,1995,NA
W1546213456,2013,DE;NL
W3020850113,2005,NA
W1546342314,2012,NA
W2065647385,2011,US
W311601019,2003,NA
W7049408062,1986,NA
W1980850924,2004,NA
W2058971120,2004,US
W6997366249,1975,NA
W2152773768,2010,NA
W1981641419,1960,NA
W4367554469,2008,NA
W2998122451,2015,NA
W4256037313,1971,NA
W4301957645,1992,NA
W2253757112,1989,NA
W2001082470,2004,US
W2797212839,1951,NA
W2000465687,1959,NA
W4229999961,2019,NA
W1580896313,2001,NA
W2015344579,1976,NA
W2176641495,2014,NA
W2163123681,2000,NA
W2122384383,2008,CN
W1575216008,2013,US
W2264852629,2004,NA
W2033942683,1985,NA
W1971288995,1986,NA
W2312420046,1990,GB
W2070519126,1977,IN;US
W1991937093,2009,NA
W4243241279,1955,NA
W4229903187,2007,US
W2892011190,2018,DE
W7004979298,NA,NA
W2089259215,2010,CA
W2414244400,2016,NA
W633700893,2005,NA
W7097669843,2008,NA
W2413317570,2016,MA;QA
W2517464701,2016,GB;US
W2311132329,2016,IL;US
W1529660413,2012,GB
W2016743875,2007,ES
W4239387616,2000,NA
W4243586861,2007,NA
W2612142728,2009,NA
W7024398244,2012,NA
W2072702937,1983,NA
W2186356639,2015,FI;NL
W2012875530,2009,US
W1978515644,1987,GB
W2121911413,2013,PL
W2034111846,1993,GB
W4234782391,2018,NA
W7082719597,1977,NA
W2564784331,2016,US
W4248035989,2017,NA
W602522071,1887,NA
W1532077989,2010,AU;CA;GB
W1982907973,2006,FR
W2569304956,2016,NA
W2077731451,2004,US
W120300249,2000,NA
W644096668,2012,NA
W2109233187,2007,NA
W2765151303,2017,DE
W2149878051,2011,NA
W4211189939,2011,NA
W4255266571,1989,NA
W2118020653,2002,IT
W1979414667,2008,GB
W2191650818,2011,NA
W4231543050,1911,NA
W6893389783,2016,DE
W4319587949,1973,NA
W2796038175,1913,NA
W1482821939,2001,US
W6930378968,2011,NA
W3157273478,2006,NA
W4252752697,1948,NA
W2313956519,1987,NA
W1992121812,2014,GB
W1544840357,2007,NA
W2582743722,2000,NA
W2246222892,1996,NA
W1543670060,2011,NA
W2324777689,2015,DE
W2264949490,2015,DE
W2041303800,2009,CZ
W1970948046,2013,PL
W2055746532,1993,US
W2122682621,2011,AU;GB
W2097991536,1983,US
W2121455532,2000,GB
W1497555833,2002,NA
W75688346,1993,NA
W1975615174,2009,GB;US
W1582201759,2001,NA
W3139092757,2007,US
W2118721021,2013,NL
W1598464089,2011,US
W1526285778,1985,NA
W2169858038,2009,US
W612768959,2010,NA
W4294344217,2010,NA
W167093669,2012,NA
W2074441820,1991,US
W1983276301,2009,CA
W2532668434,2001,NA
W1529323856,2008,NA
W1485995441,2012,NA
W2952411838,2013,US
W1658543218,2012,CA
W2076274993,1999,US
W3207608052,2021,GB
W2112694410,2009,NA
W6987351832,2010,NA
W1606785137,2002,NA
W4254671779,1966,NA
W4246174104,2008,NA
W2529052057,2016,GB;IE
W2081656201,2012,DK;GB;SE
W2522271917,1992,NA
W2150839204,2007,CA
W2524338985,2011,NA
W2219216336,2015,GB;US
W2110092546,2004,NA
W2088343725,2002,AU
W2071918282,2012,NA
W4205921272,1992,US
W2322997049,1959,NA
W6963047340,2020,NA
W3012229226,2018,NA
W1999270204,1994,NA
W2485479620,2014,NA
W1495195247,1999,US
W2015370254,1993,GB
W1583523051,1997,NA
W1975009259,1979,US
W1858408568,2010,SK
W2129691311,2002,GB
W2071353749,1981,JP
W2168204821,2012,IL;US
W645974451,1979,NA
W1744653234,2009,DE
W1978394996,1988,US
W6910440967,2008,NA
W2930547767,2019,US
W2475640997,2004,GB
W2491468881,2011,NA
W65576697,2009,SE
W2571955562,2016,LU
W4213317718,2005,NA
W2127418522,2015,CA
W2052557990,2014,GB;US
W1964642694,2010,IL;US
W2107901333,2002,US
W783443860,2001,GB
W6894182651,2015,NA
W2227747699,2013,NA
W2782293788,2018,DE
W7024850652,1982,NA
W2123840151,1984,US
W1995743338,1999,NA
W7075292923,2006,NA
W1573136363,2003,DE
W625480676,1933,NA
W2791711530,2018,GB
W2003325168,2007,US
W2494373689,2015,NA
W1535954793,1998,NA
W1515852644,1966,NA
W3044436824,1996,NA
W2256794907,2014,DE
W2511501439,2016,DE
W2607879133,1993,NA
W2092743872,2011,DE;GB
W1532578473,2013,US
W1991324103,2010,GB
W4292930419,2017,NA
W6967984983,2024,NA
W4243783871,2008,NA
W2070662494,1987,NA
W2162311237,1993,US
W2073895844,2012,CA
W2994699430,2019,BE
W2160525869,2014,DE;NL
W3201745953,2007,NA
W1517393833,1993,NA
W2533452586,2012,NA
W2084040447,1978,NA
W1670606950,2011,NA
W165948429,1993,CA
W2027379807,1996,HU
W2143072945,2000,FR
W2802965309,1997,NA
W4230860706,2012,NA
W1542712517,2020,NA
W3026190133,1922,NA
W2802579689,2013,NA
W2334460204,1976,NA
W1523552741,2013,NA
W1977597971,2014,AM;CA;CN;FR
W2523077992,2016,NA
W3199029255,2019,NA
W2170749155,2007,GB
W4238198763,1983,NA
W2187172525,2003,NA
W2956728310,2004,NA
W2262948545,2007,TW;US
W4205736039,1997,NA
W7057459923,NA,NA
W2060385833,1994,US
W4255133132,1997,NA
W2002321516,2014,IN
W2468243006,2001,NA
W2398024745,2003,NA
W2082103176,1965,US
W4300292309,1994,NA
W4205628852,2014,GB
W2183937182,2009,NA
W2042100730,2012,GB;US
W2765798223,2017,US
W637253557,1984,NA
W2072087231,1996,US
W1480519300,1996,US
W2609343816,2017,US
W2420202289,2020,NA
W2280674827,2015,NA
W2017737388,2013,US
W4239852323,1962,NA
W404695663,2006,NA
W1985650263,2009,NO
W2110842406,2013,GB
W3094207607,2020,NA
W1984741823,2003,US
W4253485425,2006,SG
W2280159749,2008,NA
W6940136219,2015,NA
W2019316145,1991,US
W7070377047,1977,NA
W1984472853,2006,CA
W2002500403,1989,US
W4205831948,1950,NA
W2044153609,1976,GB
W2052086475,1996,NA
W1590192302,2012,AU;PT
W2150822694,2013,CH;IT
W1599928623,2006,IT
W150292108,2014,NL
W2955979802,2019,DE
W199964216,2005,NA
W1893211912,2003,NA
W2401080094,2013,TW
W4248481136,2008,US
W111632462,2001,AU
W4234988489,2003,NA
W177708352,1995,US
W2079249788,2011,CA
W4247684186,2015,NA
W2938301417,2019,US
W1999520240,2011,US
W2610983826,2010,FR
W2020811293,2013,GB
W2091822696,2012,DE;IT
W2153895776,2014,CH;US
W2189472871,2010,NA
W260896690,1977,AU
W2313360958,2014,JP
W2427443475,1985,NA
W2402899027,2010,NA
W2490323007,2012,NA
W6917849216,2013,NA
W2071472314,1976,US
W1603906775,2005,NA
W583074137,2004,NA
W2802076461,2018,NL
W2060695949,1989,US
W2130595888,2009,CN
W7000857236,NA,NA
W2013822945,1996,US
W1966406882,1980,NA
W2025237431,2014,US
W2032218568,2012,IL
W2257437519,2016,IT
W1527418717,1992,CA
W2991202624,2013,NA
W1906276607,2014,NA
W2090017022,1999,HK
W1605246803,2012,US
W2120708355,2008,AU;US
W878486807,1987,NA
W4409867410,2025,NA
W1534836547,1997,NA
W2133737908,2023,US
W2144100511,2009,CA;US
W4253542583,2010,US
W2086354937,2008,CA
W4301440055,2022,US
W1506025786,2013,GR;MX
W2606644626,2017,US
W3113438734,2009,NA
W2338425439,1985,GB
W2756034733,2009,AU;MK;US
W4399328590,2024,NA
W4298345975,1994,NA
W6969268840,2022,FR
W2165715280,2001,US
W2312981544,1973,NA
W6991706963,1996,NA
W2140910804,2009,US
W2060852232,2011,GB;NZ
W1687157824,2003,GB
W2561607149,2016,CZ;DE;SE;SK;US
W1983578042,1997,NA
W595652401,1996,NA
W2044497998,1991,NA
W4307099447,2022,GB
W2035756326,1981,NA
W2009599571,2003,US
W2618397929,1995,FR
W1496564158,2003,US
W3197380847,2001,NA
W2109262094,2014,NL
W6884679577,NA,NA
W2764235766,2017,GB
W4206220710,2010,GB
W7051735054,2008,NA
W3479563,2012,NA
W3123518987,2006,GR;US
W1529377512,1974,NA
W1973578915,1991,US
W3141884538,1993,NA
W2797540725,1939,NA
W7099094485,2016,NA
W6969431675,2023,NA
W2145535121,2013,IR;MY;US
W2070996757,2009,US
W3173455395,2016,NA
W2172167380,1963,US
W403460742,1991,NA
W1524326598,1993,US
W1512228424,1969,NA
W4253845793,1994,NA
W6906496562,2018,DE
W2519316019,2002,NA
W2047336218,1995,AU;GB
W6906429750,2018,DE;RU
W207078148,2001,NA
W3004248957,2001,IN;US
W4238017106,2016,FR
W2135984604,2009,NA
W2270396357,2015,GB
W1998583032,1996,NA
W3119955046,2021,US
W3020158445,1974,NA
W4242094518,2012,NA
W2468224156,1993,NA
W2129597719,1995,US
W584466840,2009,NA
W2528824210,2016,GB;US
W2013490357,2010,CN
W2564768785,2014,NA
W1996965557,2007,CA
W3096218982,2020,CA
W1972641242,1997,US
W1484082930,1963,NA
W4239721636,1992,NA
W2313303856,2013,NA
W2070302330,2007,NA
W1967350923,2002,JP
W2587953807,2022,CA
W617088946,2012,NA
W1993578591,1999,NA
W6955324955,2012,NA
W2034141601,2009,NL;US
W2068653718,1986,CA;GB
W614917948,2007,NA
W937738269,2015,NA
W2073865239,1990,US
W80840331,2014,NA
W2006873020,2003,US
W2140945425,2010,US
W4389290516,1993,GB
W201361503,2021,US
W2466298811,2009,US
W1547032355,2012,NA
W1511276533,1978,NA
W2122454226,2014,US
W1907282519,2010,US
W643950041,1982,NA
W4236158871,2013,NA
W4235693583,2016,AU;GB;US
W2013423029,1997,NA
W7074717545,2010,NA
